company_name,original_website,final_url,redirected,domain_changed,merger_indicators,status,confidence,notes,acquirer_name,announcement_link
Minebox,https://minebox.io,https://cheddarafc.co.uk/,True,True,Redirection significative: minebox.io → cheddarafc.co.uk,CLOSED,0.7,Redirection vers domaine différent,,https://www.smbnation.com/newsletters/2017-12-07-19-16-42
Dispatch,https://dispatchlabs.io/,https://dispatchlabs.io/,False,False,,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,
Coingeek,https://coingeek.com/,https://coingeek.com/,False,False,Lien d'annonce trouvé sur la page,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,https://coingeek.com/news/
Coinsetter,http://www.coinsetter.com,http://www.coinsetter.com/,False,False,,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,
ChangeCoin,https://www.changetip.com/,https://www.changetip.com/,False,False,,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,
Elph Network,https://www.elph.com,https://www.brex.com/,True,True,Redirection significative: www.elph.com → www.brex.com | Lien d'annonce trouvé sur la page,CLOSED,0.7,Redirection vers domaine différent,,https://medium.com/elph/elph-has-been-acquired-by-brex-f5e6e974572d
Bitnet Technologies,https://bitnet.io/,https://bitnet.io/,False,False,,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,
Techtec,https://en.techtec.co.jp/,https://en.techtec.co.jp/,False,False,Lien d'annonce trouvé sur la page,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,https://en.techtec.co.jp/blog-feed.xml
Firmo,https://www.firmo.network/,,False,False,,CLOSED,0.8,Site inaccessible,,https://www.financemagnates.com/cryptocurrency/news/etoro-acquires-danish-blockchain-firm-firmo-network/
Keza,http://www.getkeza.com,https://www.hugedomains.com/domain_profile.cfm?d=getkeza.com,True,True,Redirection significative: www.getkeza.com → www.hugedomains.com/domain_profile.cfm?d=getkeza.com,CLOSED,0.7,Redirection vers domaine différent,,
cocoNFT,https://coconft.com/,https://www.coconft.com/,True,False,,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,
Lunie,https://lunie.io/,,False,False,,CLOSED,0.8,Site inaccessible,,https://www.crypto-reporter.com/press-releases/blockdaemon-lunie-15186/
Bridge,https://www.bridge.xyz,https://www.bridge.xyz/,False,False,Lien d'annonce trouvé sur la page,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,https://www.bridge.xyz/blog
Helio,https://www.helio.co,https://www.hel.io/,True,True,Redirection significative: www.helio.co → www.hel.io | Lien acquisition trouvé via Google,CLOSED,0.7,Redirection vers domaine différent,,https://www.coindesk.com/business/2025/01/13/moon-pay-buys-crypto-payment-processor-helio-for-175-m
Tactic,https://www.tactic.com/,https://oxley.com/domain/tactic.com/,True,True,Redirection significative: www.tactic.com → oxley.com/domain/tactic.com | Lien acquisition trouvé via Google,CLOSED,0.7,Redirection vers domaine différent,,https://www.taxbit.com/blogs/taxbit-acquires-tactic-to-augment-its-digital-asset-accounting-solutions/
Ziglu,https://www.ziglu.io,https://www.ziglu.io/,False,False,,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,
MyCrypto,https://www.mycrypto.com,https://www.mycrypto.com/,False,False,,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,
Liquid Global,https://www.liquid.com/,https://www.liquid.com/,False,False,Lien d'annonce trouvé sur la page,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,https://blog.liquid.com
Easy Crypto,https://www.easycrypto.com,https://www.easycrypto.com/,False,False,,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,
GK8 by Galaxy,https://www.gk8.io/,https://www.gk8.io/,False,False,Lien d'annonce trouvé sur la page,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,https://www.gk8.io/news/
Leaf,http://www.leafglobalfintech.com/,https://www.leafglobalfintech.com/,True,False,,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,
Bonifii,https://bonifii.com/,https://bonifii.com/,False,False,Lien d'annonce trouvé sur la page,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,https://bonifii.com/bonifii-blog/
Toposware,https://toposware.com/,https://toposware.com/,False,False,Lien d'annonce trouvé sur la page,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,https://toposware.com/blog/pushing-the-limits-of-zero-knowledge/
NODE40,https://www.node40.com,https://www.node40.com/,False,False,Lien d'annonce trouvé sur la page,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,https://www.node40.com/blog/
DMarket,https://dmarket.com,https://dmarket.com/,False,False,Lien d'annonce trouvé sur la page,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,https://dmarket.com/blog/dot-crosshair-in-cs2/
Membrane Finance,https://www.membrane.fi,https://www.membrane.fi/,False,False,Lien d'annonce trouvé sur la page,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,https://www.membrane.fi/blog
Trustology,https://www.trustology.io,https://www.bitpanda.com/en/tech/custody-solutions,True,True,Redirection significative: www.trustology.io → www.bitpanda.com/en/tech/custody-solutions,CLOSED,0.7,Redirection vers domaine différent,,https://sp-edge.com/companies/705856
IPaidThat,https://ipaidthat.io/en/,https://ipaidthat.io/fr/,True,False,Lien d'annonce trouvé sur la page,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,https://tiny-periodical-335.notion.site/Kit-Presse-iPaidThat-f28fec3f5f4c4a1fac4875ab31b38f42
HolyWally,https://www.holywally.com,https://www.instawally.com/,True,True,Redirection significative: www.holywally.com → www.instawally.com | Lien d'annonce trouvé sur la page | Lien acquisition trouvé via Google,CLOSED,0.7,Redirection vers domaine différent,,https://dcsinnov.com/instawally
Validated ID,http://validatedid.com,https://www.validatedid.com/en,True,False,Lien d'annonce trouvé sur la page,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,http://www.validatedid.com/en/blog/post/validated-id-joins-signaturit-group-to-strengthen-leadership-in-trusted-electronic-services
modum,https://www.modum.io,,False,False,Lien acquisition trouvé via Google,CLOSED,0.8,Site inaccessible,,https://www.startupticker.ch/en/news/silicon-valley-supply-chain-company-acquires-modum
Wasder,https://www.wasder.gg,https://www.wasder.gg/,False,False,,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,
N3TWORK,http://www.n3twork.com,https://www.n3twork.com/,True,False,Lien d'annonce trouvé sur la page,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,https://www.n3twork.com/press/
iChain,https://www.ichain.co.jp/index_en.html,https://www.ichain.co.jp/index_en.html,False,False,,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,
Kik,http://kik.com/,https://kik.com/,True,False,,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,
Wuzu,http://wuzu.io,http://wuzu.io/,False,False,,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,
Anyblock Analytics,https://www.anyblockanalytics.com/,https://www.blockdaemon.com/,True,True,Redirection significative: www.anyblockanalytics.com → www.blockdaemon.com | Lien d'annonce trouvé sur la page,CLOSED,0.7,Redirection vers domaine différent,,https://www.businesswire.com/news/home/20211117006244/en/Blockdaemon-Adds-JPMorgan-Chase-Strategic-Investments-and-Tiger-Global-as-Strategic-Investors-and-Acquires-Blockchain-Analytics-Platform-Anyblock-Analytics-to-Extend-Its-NFT-Offering
Token IQ,https://tokeniq.io/,https://tokeniq.io/,False,False,Lien d'annonce trouvé sur la page,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,https://ethereumworldnews.com/five-reasons-why-security-tokens-are-taking-over-the-cryptocurrency-space/
Solar Site Design,http://solarsitedesign.com,https://solarsitedesign.com/,True,False,,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,
Farm Trust,https://farmtrust.tn/,,False,False,Lien acquisition trouvé via Google,CLOSED,0.8,Site inaccessible,,https://www.unlock-bc.com/83815/lamma-acquires-tunisian-blockchain-enabled-farmtrust/
BitOfProperty,http://www.bitofproperty.com,https://inrento.com,True,True,Redirection significative: www.bitofproperty.com → inrento.com | Acquisition détectée: 'merged with' | Acquéreur: the largest real estate aggrega | Lien d'annonce trouvé sur la page,CLOSED,0.7,Redirection vers domaine différent,the largest real estate aggrega,https://www.eu-startups.com/2021/11/lithuanian-inrento-acquires-estonian-real-estate-platform-bitofproperty-and-expands-to-spain/
Visualeo,https://www.visualeo.com/,https://www.stidea.com/visualeo,True,True,Redirection significative: www.visualeo.com → www.stidea.com/visualeo | Lien d'annonce trouvé sur la page,CLOSED,0.7,Redirection vers domaine différent,,https://www.crunchbase.com/acquisition/st-sociedad-de-tasaci%C3%B3n-acquires-visualeo--6de83e9a
Xun Yao Chengdu,http://www.mrray.cn/,,False,False,,CLOSED,0.8,Site inaccessible,,https://evtoday.com/news/aptyx-acquires-medical-murrays-facility-forms-aptyx-interventional-systems-1
Coinfloor,https://coinfloor.co.uk,https://www.coincorner.com/,True,True,Redirection significative: coinfloor.co.uk → www.coincorner.com | Lien d'annonce trouvé sur la page | Lien acquisition trouvé via Google,CLOSED,0.7,Redirection vers domaine différent,,https://blog.coincorner.com/coinfloor-to-migrate-customers-to-coincorner-to-further-british-bitcoin-adoption-31f5cbb22380
Coinzone,http://www.coinzone.com,https://www.coinify.com/,True,True,Redirection significative: www.coinzone.com → www.coinify.com | Lien d'annonce trouvé sur la page | Lien acquisition trouvé via Google,CLOSED,0.7,Redirection vers domaine différent,,https://www.coindesk.com/fr/markets/2015/08/12/coinify-acquires-competing-bitcoin-payments-processor-coinzone
BlockTrail,http://www.blocktrail.com,https://blocktrail.com/,True,False,,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,
SponDoolies-Tech,http://www.spondoolies-tech.com/,,False,False,Lien acquisition trouvé via Google,CLOSED,0.8,Site inaccessible,,https://bitcoinmagazine.com/business/bitcoin-shop-inc-btcs-spondoolies-tech-move-forward-merger-1433969361
Cryptiv,http://cryptiv.com,,False,False,,CLOSED,0.8,Site inaccessible,,https://www.gamesindustry.biz/perfect-world-acquires-cryptic-studios-for-usd50-million
Secucial,https://secucial.com/,,False,False,,CLOSED,0.8,Site inaccessible,,https://www.latestly.com/auto/singaporean-startup-responsible-cyber-acquires-ice71-accelerate-graduate-secucial-1754352.html
Deribit,https://www.deribit.com,https://www.deribit.com/,False,False,,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,
Trident Digital,https://www.tridig.io,https://sentora.com/,True,True,Redirection significative: www.tridig.io → sentora.com | Lien acquisition trouvé via Google,CLOSED,0.7,Redirection vers domaine différent,,https://sentora.com/
Lead,https://www.lead.bank,https://www.lead.bank/,False,False,Lien d'annonce trouvé sur la page,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,https://www.lead.bank/blog
Bitstamp,http://www.bitstamp.net,https://www.bitstamp.net/,True,False,,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,
Mountain Protocol,https://mountainprotocol.com,https://mountainprotocol.com/,False,False,,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,
Nametag,http://www.nametag.org,,False,False,Lien acquisition trouvé via Google,CLOSED,0.8,Site inaccessible,,https://masknetwork.medium.com/mask-network-acquires-trendy-did-extension-nametag-expanding-its-decentralized-social-ecosystem-50decc5a65e2
Crypto Finance Group,https://www.crypto-finance.com,https://www.crypto-finance.com/,False,False,Lien d'annonce trouvé sur la page,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,https://www.crypto-finance.com/news/
Yup,https://yup.io,https://yup.io/,False,False,Acquisition détectée: 'acquired by' | Acquéreur: thirdweb | Lien d'annonce trouvé sur la page,ACQUIRED_AND_RUNNING,0.8,Site accessible avec mots-clés d'acquisition,thirdweb,https://blog.thirdweb.com/thirdweb-acquires-yup-io-2/
PROOF,https://proof.xyz,https://www.proof.xyz/,True,False,,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,
Parasol,https://parasol.xyz/,https://www.parasol.xyz/,True,False,,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,
Altonomy,https://www.altonomy.com,https://www.altonomy.com/,False,False,,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,
Ather Digital,https://www.atherdigital.com,https://www.versifi.io/,True,True,Redirection significative: www.atherdigital.com → www.versifi.io | Lien d'annonce trouvé sur la page | Lien acquisition trouvé via Google,CLOSED,0.7,Redirection vers domaine différent,,https://www.prnewswire.com/ae/news-releases/versifi-acquires-ather-digital-302153201.html
Flood,https://www.flood.bid/,https://www.flood.bid/,False,False,Lien acquisition trouvé via Google,CLOSED,0.8,Erreur 404,,https://0x.org/post/0x-acquires-flood-to-optimize-trade-execution
Ottr Finance,https://ottr.finance,https://ottr.finance/,False,False,Lien d'annonce trouvé sur la page,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,https://blog.ottr.finance/ottr-wallet-acquired-by-tools-for-humanity-to-support-the-worldcoin-project-488f14405add
FAC (Fund Admin Chain),https://www.fundadminchain.com/,https://fundadminchain.com/,True,False,Lien d'annonce trouvé sur la page,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,https://www.famethemes.com/themes/onepress
Coinmama,http://www.coinmama.com,https://www.coinmama.com/,True,False,Lien d'annonce trouvé sur la page,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,https://www.coinmama.com/blog
gem.xyz,https://www.gem.xyz/,https://opensea.io/os2,True,True,Redirection significative: www.gem.xyz → opensea.io/os2 | Lien acquisition trouvé via Google,CLOSED,0.8999999999999999,Redirection vers domaine différent,,https://techcrunch.com/2022/04/25/nft-aggregator-gem-acquired-by-opensea-shortly-after-ousting-co-founder-for-sexual-misconduct/
Truffle Suite,https://www.trufflesuite.com,https://archive.trufflesuite.com/,True,True,Redirection significative: www.trufflesuite.com → archive.trufflesuite.com | Lien d'annonce trouvé sur la page | Lien acquisition trouvé via Google,CLOSED,0.7,Redirection vers domaine différent,,https://consensys.io/blog/consensys-acquires-truffle-suite
Biscoint,https://biscoint.io/biscointbuy/learn-more,https://biscoint.io/biscointbuy/learn-more,False,False,,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,
Bottlepay,https://bottlepay.com,https://bottlepay.com/,False,False,,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,
Stryking Entertainment,http://www.stryking.com,http://www.stryking.com/,False,False,,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,
Lawnmower,http://lawnmower.io,http://lawnmower.io/,False,False,,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,
Blanksoles,https://www.blanksoles.com,https://www.blanksoles.com/,False,False,Lien d'annonce trouvé sur la page,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,https://www.blanksoles.com/press-page
Disco,https://www.disco.xyz/,https://www.disco.xyz/,False,False,Lien d'annonce trouvé sur la page,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,https://www.privado.id/blog/privado-id-and-disco-xyz-announce-merger-to-launch-unified-identity-across-blockchains-and-legacy-systems
Klevoya,https://klevoya.com/#home,https://klevoya.com/#home,False,False,Acquisition détectée: 'acquired by' | Acquéreur: immunefi,ACQUIRED_AND_RUNNING,0.8,Site accessible avec mots-clés d'acquisition,immunefi,
Steemit,https://steemit.com,https://steemit.com/,False,False,Lien d'annonce trouvé sur la page,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,https://steemit.com/@steemitblog
Slise,https://slise.xyz,https://www.slise.xyz/,True,False,Lien d'annonce trouvé sur la page,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,https://polygon.technology/blog/polygon-devs-shine-at-alliance-daos-demo-day
Flashy Cash,https://flashy.cash/,https://flashy.cash/,False,False,,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,
CoinNess.com,https://www.coinness.com/,https://coinness.com:443/,True,True,Redirection significative: www.coinness.com → coinness.com:443,CLOSED,0.7,Redirection vers domaine différent,,https://iq.wiki/wiki/coinness
XD Academy,https://xd.academy/,https://xd.academy/,False,False,,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,
Lition Technology,http://www.lition.io,https://www.lition.io/,True,False,,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,
LeagueDAO,https://leaguedao.com,https://leaguedao.com/,False,False,,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,
Routefire,https://routefire.io,,False,False,,CLOSED,0.8,Site inaccessible,,https://www.coindesk.com/business/2021/01/07/coinbase-acquires-routefire-to-beef-up-institutional-bitcoin-offering
Hedgy,https://hedgy.co,https://hedgy.co/,False,False,,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,
Refinable,https://www.refinable.com,https://www.refinable.com/,False,False,,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,
BitQuick,https://www.bitquick.co/,,False,False,Lien acquisition trouvé via Google,CLOSED,0.8,Site inaccessible,,https://news.bitcoin.com/bitquick-acquired-bitcoin-atm-company-relaunches-exchange/
CleverCoin,https://www.clevercoin.com,,False,False,Lien acquisition trouvé via Google,CLOSED,0.8,Site inaccessible,,https://blog.kraken.com/news/kraken-acquires-dutch-bitcoin-exchange-clevercoin
Diem,https://www.diem.com,https://www.diem.com/en-us/,True,False,Lien d'annonce trouvé sur la page,ACQUIRED_AND_RUNNING,0.6,Site accessible sans indication explicite d'acquisition,,https://www.diem.com/en-us/media-press-news/
